date,sym,side,price,qty,value,cost
20240229,091160,BUY,36616.52099999999,178,6517740.737999999,977.6611106999998
20240229,001680,BUY,19708.949999999997,331,6523662.449999999,978.5493674999998
20240329,139130,SELL,8524.35,773,6589322.550000001,16143.840247500002
20240329,175330,SELL,13160.4,610,8027844.0,19668.2178
20240329,039130,SELL,64306.5,97,6237730.5,15282.439725
20240329,017670,SELL,52342.5,123,6438127.5,15773.412375
20240329,069620,SELL,120936.1,56,6772421.600000001,16592.43292
20240329,035250,SELL,16241.13,374,6074182.62,14881.747419
20240329,001680,SELL,19341.8,331,6402135.8,15685.232709999998
20240329,449450,BUY,14892.543999999998,450,6701644.799999999,1005.2467199999998
20240329,102110,BUY,36423.94499999999,184,6702005.879999999,1005.3008819999998
20240329,069500,BUY,36471.085999999996,184,6710679.823999999,1006.6019735999997
20240329,229200,BUY,15142.291,443,6708034.913,1006.2052369499999
20240329,068270,BUY,176422.68499999997,38,6704062.029999998,1005.6093044999997
20240329,207940,BUY,1226688.0569999998,5,6133440.284999999,920.0160427499998
20240329,035720,BUY,53861.09999999999,124,6678776.3999999985,1001.8164599999997
20240430,030200,SELL,34496.2,17,586435.3999999999,1436.7667299999998
20240430,035720,SELL,48454.2,124,6008320.8,14720.38596
20240430,097950,BUY,338010.99999999994,19,6422208.999999999,963.3313499999998
20240430,003850,BUY,11183.449999999999,153,1711067.8499999999,256.6601775
20240531,005930,SELL,73279.5,85,6228757.5,15260.455875
20240531,021240,SELL,56230.8,120,6747696.0,16531.855199999998
20240531,229200,SELL,13199.283,443,5847282.369,14325.84180405
20240531,068270,SELL,161609.712,38,6141169.056,15045.864187199999
20240531,001680,BUY,23570.499999999996,277,6529028.499999999,979.3542749999998
20240531,030200,BUY,36709.799999999996,177,6497634.6,974.6451899999998
20240531,086280,BUY,90054.355,72,6483913.56,972.5870339999999
20240531,051600,BUY,37261.45,143,5328387.35,799.2581024999998
20240628,005935,SELL,63409.2,105,6657966.0,16312.0167
20240628,029780,SELL,38185.1,173,6606022.3,16184.754635
20240628,207940,SELL,1066747.129,5,5333735.645,13067.652330249999
20240628,097950,SELL,384343.5,19,7302526.5,17891.189925
20240628,003850,SELL,9571.2,153,1464393.6,3587.76432
20240628,001680,SELL,28065.55,277,7774157.35,19046.6855075
20240628,000270,BUY,129687.89999999998,53,6873458.699999999,1031.0188049999997
20240628,175330,BUY,14683.919999999998,470,6901442.399999999,1035.21636
20240628,017670,BUY,51654.49999999999,133,6870048.499999999,1030.5072749999997
20240628,055550,BUY,48294.45,143,6906106.35,1035.9159524999998
20240628,294870,BUY,18254.6,378,6900238.8,1035.0358199999998
20240628,267250,BUY,74723.49999999999,9,672511.4999999999,100.87672499999998
20240731,316140,SELL,15692.78,447,7014672.66,17185.948017
20240731,030200,SELL,39730.45,177,7032289.649999999,17229.1096425
20240731,086280,SELL,121135.5,72,8721756.0,21368.3022
20240731,000270,SELL,111763.7,53,5923476.1,14512.516445
20240731,175330,SELL,14396.68,470,6766439.600000001,16577.77702
20240731,294870,SELL,22931.0,378,8667918.0,21236.3991
20240731,138540,BUY,27986.708999999995,254,7108624.085999999,1066.2936128999997
20240731,006280,BUY,134101.09999999998,53,7107358.299999999,1066.1037449999997
20240731,016360,BUY,44884.24999999999,158,7091711.499999999,1063.7567249999997
20240731,229200,BUY,13368.987,532,7112301.084,1066.8451625999999
20240731,069620,BUY,124973.79999999999,56,6998532.799999999,1049.7799199999997
20240731,017960,BUY,12346.929999999998,576,7111831.679999999,1066.7747519999998
20240830,396500,SELL,11059.721,771,8527044.890999999,20891.259982949996
20240830,024110,SELL,13768.57,584,8040844.88,19700.069956
20240830,091160,SELL,34346.65,178,6113703.7,14978.574065
20240830,102110,SELL,35189.115,184,6474797.159999999,15863.253041999998
20240830,069500,SELL,35236.971,184,6483602.664,15884.8265268
20240830,138540,SELL,26858.183,254,6821978.482,16713.847280899998
20240830,006280,SELL,170387.3,53,9030526.899999999,22124.790904999994
20240830,229200,SELL,12822.417,532,6821525.844,16712.7383178
20240830,069620,SELL,149550.0,56,8374800.0,20518.26
20240830,017960,SELL,11964.0,576,6891264.0,16883.5968
20240830,079160,BUY,7191.509999999999,992,7133977.919999999,1070.0966879999999
20240830,033780,BUY,108524.59999999999,65,7054098.999999999,1058.1148499999997
20240830,010130,BUY,536605.0,13,6975865.0,1046.3797499999998
20240830,207940,BUY,1446635.927,4,5786543.708,867.9815561999999
20240830,105560,BUY,86157.7,82,7064931.399999999,1059.7397099999998
20240830,000080,BUY,20762.1,343,7121400.3,1068.2100449999998
20240830,001120,BUY,32095.999999999996,222,7125311.999999999,1068.7967999999998
20240830,005300,BUY,131994.8,54,7127719.199999999,1069.1578799999997
20240830,097950,BUY,322965.99999999994,22,7105251.999999999,1065.7877999999998
20240830,086790,BUY,62085.69999999999,114,7077769.799999999,1061.6654699999997
20240930,360750,SELL,18320.872,388,7108498.336,17415.8209232
20240930,055550,SELL,55333.5,143,7912690.5,19386.091725
20240930,079160,SELL,5762.66,992,5716558.72,14005.568863999999
20240930,010130,SELL,685936.0,13,8917168.0,21847.0616
20240930,105560,SELL,80657.3,82,6613898.600000001,16204.051570000001
20240930,000080,SELL,20288.95,343,6959109.850000001,17049.8191325
20240930,005300,SELL,129610.0,54,6998940.0,17147.403
20240930,097950,SELL,303088.0,22,6667936.0,16336.4432
20240930,086790,SELL,58623.6,114,6683090.399999999,16373.571479999999
20240930,086280,BUY,122466.29999999999,56,6858112.799999999,1028.7169199999998
20240930,030200,BUY,40320.6,172,6935143.2,1040.2714799999999
20240930,114800,BUY,4428.245,1573,6965629.385,1044.8444077499998
20240930,175330,BUY,15355.929999999998,453,6956236.289999999,1043.4354434999998
20240930,000880,BUY,28986.699999999997,240,6956807.999999999,1043.5211999999997
20240930,001450,BUY,33099.0,210,6950790.0,1042.6184999999998
20240930,066570,BUY,104612.9,66,6904451.399999999,1035.6677099999997
20240930,011200,BUY,18585.589999999997,374,6951010.659999998,1042.6515989999996
20240930,068270,BUY,180298.27699999997,38,6851334.525999999,1027.7001788999996
20241031,138930,SELL,9411.68,824,7755224.32,19000.299584
20241031,033780,SELL,109370.9,65,7109108.5,17417.315824999998
20241031,001120,SELL,30408.5,222,6750687.0,16539.18315
20241031,114800,SELL,4491.485,1573,7065105.904999999,17309.509467249998
20241031,000880,SELL,27965.85,240,6711804.0,16443.9198
20241031,001450,SELL,30258.95,210,6354379.5,15568.229775
20241031,066570,SELL,89231.5,66,5889279.0,14428.733549999999
20241031,011200,SELL,17068.64,374,6383671.359999999,15639.994831999998
20241031,068270,SELL,167387.327,38,6360718.426,15583.7601437
20241031,360750,BUY,19658.8,358,7037850.399999999,1055.6775599999999
20241031,003490,BUY,23971.699999999997,293,7023708.099999999,1053.5562149999996
20241031,024110,BUY,14142.3,498,7042865.399999999,1056.4298099999999
20241031,006800,BUY,9047.06,778,7038612.68,1055.791902
20241031,192080,BUY,53359.59999999999,132,7043467.199999999,1056.5200799999998
20241031,316140,BUY,15476.289999999999,455,7041711.949999999,1056.2567924999998
20241031,012330,BUY,250248.49999999997,28,7006957.999999999,1051.0436999999997
20241031,071050,BUY,77331.29999999999,91,7037148.299999999,1055.5722449999998
20241031,035250,BUY,17913.579999999998,393,7040036.9399999995,1056.0055409999998
20241129,449450,SELL,18394.65,450,8277592.500000001,20280.101625000003
20241129,267250,SELL,77566.6,9,698099.4,1710.34353
20241129,207940,SELL,1430645.15,4,5722580.6,14020.32247
20241129,175330,SELL,19620.96,453,8888294.879999999,21776.322455999998
20241129,006800,SELL,8497.431,778,6611001.318,16196.9532291
20241129,192080,SELL,51146.1,132,6751285.2,16540.64874
20241129,032640,BUY,11624.769999999999,618,7184107.859999999,1077.6161789999999
20241129,017800,BUY,53560.2,134,7177066.8,1076.56002
20241129,114800,BUY,4719.115,1523,7187212.145,1078.0818217499998
20241129,006360,BUY,19538.44,367,7170607.4799999995,1075.5911219999998
20241129,138930,BUY,10591.679999999998,678,7181159.039999999,1077.1738559999997
20241129,015760,BUY,23971.699999999997,175,4195047.499999999,629.2571249999999
20241230,086280,SELL,117745.7,56,6593759.2,16154.71004
20241230,003490,SELL,22532.2,293,6601934.600000001,16174.73977
20241230,024110,SELL,14287.01,498,7114930.98,17431.580901
20241230,012330,SELL,235790.5,28,6602134.0,16175.228299999999
20241230,071050,SELL,71086.1,91,6468835.100000001,15848.645995
20241230,017800,SELL,52242.8,134,7000535.2,17151.31124
20241230,015760,SELL,19989.85,175,3498223.7499999995,8570.648187499999
20241230,252670,BUY,2587.74,2630,6805756.199999999,1020.8634299999998
20241230,035420,BUY,199496.69999999998,34,6782887.8,1017.4331699999999
20241230,252710,BUY,2743.205,2481,6805891.6049999995,1020.8837407499998
20241230,251340,BUY,4172.48,1631,6805314.879999999,1020.7972319999998
20241230,271560,BUY,102707.19999999998,66,6778675.199999999,1016.8012799999998
20241230,007070,BUY,16549.5,411,6801844.5,1020.276675
20241230,207940,BUY,1400875.055,2,2801750.11,420.26251649999995
20250131,005940,SELL,14396.68,555,7990157.4,19575.88563
20250131,017670,SELL,55233.8,133,7346095.4,17997.93373
20250131,016360,SELL,45463.2,158,7183185.6,17598.80472
20250131,316140,SELL,16051.7,455,7303523.5,17893.632575
20250131,006360,SELL,17208.22,367,6315416.74,15472.771013
20250131,251340,SELL,3798.57,1631,6195467.67,15178.8957915
20250131,007070,SELL,15254.1,411,6269435.100000001,15360.115995
20250131,175330,BUY,19829.309999999998,347,6880770.569999999,1032.1155854999997
20250131,352820,BUY,225674.99999999997,30,6770249.999999999,1015.5374999999998
20250131,139130,BUY,9247.66,744,6880259.04,1032.038856
20250131,003490,BUY,24874.399999999998,276,6865334.399999999,1029.8001599999998
20250131,033780,BUY,110931.79999999999,62,6877771.6,1031.66574
20250131,180640,BUY,84352.29999999999,81,6832536.299999999,1024.8804449999998
20250131,012330,BUY,264290.5,26,6871553.0,1030.7329499999998
